DATE,AVG_TEMP(°C),MIN_TEMP(°C),MAX_TEMP(°C),DUR_RAINFALL(hr),MAX_RAIN_FOR_10MIN(mm),MAX_RAIN_FOR_1H(mm),DAILY_RAINFALL(mm),MAX_WIND_VELOCITY(m/s),AVG_WIND_VELOCITY(m/s),MIN_REL_HUMIDITY(%),AVG_REL_HUMIDITY(%)
1986-06-29,23.7,18.8,29.1,0,0,0,0,4.5,1.3,79,91.5
1986-06-30,23.1,15.9,28.8,0,0,0,0,4,1.5,58,86
1986-07-01,22,16.5,27.8,6.67,2,3,6,4.5,1.7,65,89.5
1986-07-02,20.7,16.8,25.2,1.67,1,1.5,1.5,3.5,1.9,73,90.8
1986-07-03,20.2,14.8,24.4,0,0,0,0,3.5,1.7,61,78.8
1986-07-04,19.4,13.6,24.1,0,0,0,0,4.5,2.3,61,82.8
1986-07-05,19,16.6,21.8,10.33,0.5,1,3.4,3,1.2,92,97
1986-07-06,20.4,14.5,28.2,0,0,0,0,3.5,0.9,59,87.8
1986-07-07,23,15.2,30.1,0,0,0,0,3.5,1,55,85.3
1986-07-08,24.5,17.3,31,0,0,0,0,4.5,1.9,45,83
1986-07-09,22.5,18.5,26.9,1.42,0.5,1,1.3,5,2.3,82,93.8
1986-07-10,24,19.4,29.7,4.83,0.5,1,2,3.5,1,72,92.8
1986-07-11,21.6,20.2,22.7,19.5,5,24,89.2,4.5,1.7,96,97.3
1986-07-12,23,19.5,28.6,0,0,0,0,6,2.1,76,93
1986-07-13,23.7,19.7,29,0,0,0,0,3.5,0.8,81,92.5
1986-07-14,23.2,20.5,27.7,5.17,0.5,1,1.5,4.5,1.7,82,93.8
1986-07-15,25,21.1,31.1,1.17,1.5,2,2.4,4,1.2,72,89.5
1986-07-16,23.7,22,25.8,14.5,5.5,9.5,40.5,5.5,2.1,91,95.5
1986-07-17,23.8,21,26.7,2.33,4,6.5,9.7,5.5,2.6,79,89.8
1986-07-18,22.8,19.6,26.8,9.5,6,10.5,19.3,3,0.8,70,91.5
1986-07-19,23,19.4,27.3,9.33,12,37,126.2,3,1,90,95.8
1986-07-20,25,22.6,28.6,0.5,0,0,0,4,1.1,88,92.5
1986-07-21,23.8,22.6,26.7,9.08,1,2,4.5,3.5,0.9,90,94.8
1986-07-22,23.3,21.2,27.1,3.5,1,1.5,2,3.5,1.2,88,93.5
1986-07-23,24.3,20.5,29.2,0,0,0,0,2.5,1,78,90.8
1986-07-24,25.1,21.7,28.3,0.17,0,0,0,3.5,1.1,89,95.8
1986-07-25,26,21.9,28.1,1.67,0.4,0.4,0.7,3.5,1.1,83,92.8
1986-07-26,28.1,24.2,33.8,0,0,0,0,4.5,1.8,70,87.5
1986-07-27,27,23.5,33,0,0,0,0,4,1.4,69,91.5
1986-07-28,26.8,21.9,33.2,0,0,0,0,3,1.4,74,90.5
1986-07-29,26.8,22,32.7,0,0,0,0,4,1.4,70,86.5
1986-07-30,27.6,21.8,33.7,0,0,0,0,4.5,1.6,60,87
1986-07-31,27.6,22.1,32.9,0.42,4.5,5.8,5.8,3.5,1,71,91.3
1986-08-01,27.7,23,34.4,1.83,22,68,69,4,1.4,67,90
1986-08-02,27,22.4,32.9,0,0,0,0,4,1.3,69,92.5
1986-08-03,26.2,21.8,32.3,0,0,0,0,4.5,1.4,78,93
1986-08-04,23.8,20.5,29.2,0,0,0,0,4.5,1.5,73,94.3
1986-08-05,23.7,18.7,29.8,0.17,0.3,0.3,0.3,3,0.8,72,91
1986-08-06,24,18.8,29.2,0.67,1,1,1,3,0.8,74,93.3
1986-08-07,24.5,19.2,30.2,0,0,0,0,4,0.9,70,89.3
1986-08-08,24.3,19.3,30.8,1.5,1.5,3.5,3.5,3,1,72,90.8
1986-08-09,24.4,19.8,30.5,0.75,10,10.5,11,5,1.3,70,93.5
1986-08-10,25.6,21.8,32.1,0.22,2,2,2,5.5,1.9,68,87.5
1986-08-11,23.5,19.4,27,6.5,12.5,20,37,6.5,1.4,81,94.5
1986-08-12,24.5,19.6,30,1.08,13,19,19,3.5,1.1,81,94.3
1986-08-13,26,22,29.2,9.5,7,23,46.5,4.5,2.3,95,97.3
1986-08-14,24,19.2,29.8,0,0,0,0,3.5,0.9,70,89.5
1986-08-15,25.1,19.2,31,0.83,1.5,1.5,2,3.5,0.9,93,96.8
1986-08-16,25.2,22.7,30.6,0.25,0,0,0,3.5,0.9,75,94.8
1986-08-17,24.2,22,25.9,4.5,0.5,1,3,3.5,1.4,92,96.3
1986-08-18,25.7,22.3,30.8,0,0,0,0,3.5,1.1,70,94.8
1986-08-19,26.6,21.6,32.1,0,0,0,0,4,1.2,72,90.5
1986-08-20,24.9,20.9,28.7,2.67,5,17.5,19,4.5,0.9,91,96.3
1986-08-21,23.2,19.5,28,0,0,0,0,3.5,1,54,86.5
1986-08-22,22,17,28,0.42,3,3,3,3,0.7,63,89.5
1986-08-23,22.1,18.1,29.3,0.67,14,14.5,14.5,3.5,1,56,95
1986-08-24,23.9,18,30.7,0,0,0,0,3,0.8,61,85.8
1986-08-25,25.3,19.7,31.6,0,0,0,0,3.5,1.4,55,84.8
1986-08-26,24.7,22,28.7,1.67,0.5,1,1.4,3.5,1.7,78,93.3
1986-08-27,24,22.5,25.8,4.17,1,1.5,3.5,4.5,1.7,89,93.3
1986-08-28,22.4,19.8,24.9,21.5,9,32,100,8.5,4.3,94,96.5
1986-08-29,21.5,18.5,25.9,4.33,1,2,3,5.5,3.6,71,88.5
1986-08-30,22.5,17.4,27.5,0,0,0,0,4,1.3,58,87.5
1986-08-31,23.4,16.7,30.8,0,0,0,0,3,0.9,61,87.3
1986-09-01,22.8,16.8,30.8,6,7,10,17,5,1.1,64,88
1986-09-02,19.3,17.7,21.3,14.17,10,34.5,77,5,2.4,91,95.8
1986-09-03,22.6,18.4,29,0.25,0.5,0.5,0.5,3,0.8,63,87.5
1986-09-04,23.2,18.6,28.8,0,0,0,0,2.5,0.7,70,89.8
1986-09-05,23.4,19.6,29.8,0,0,0,0,3,0.8,60,86.8
1986-09-06,22.4,17.6,27.4,0,0,0,0,4,1.1,72,91.5
1986-09-07,20.9,15.9,26.7,0,0,0,0,2.5,0.5,65,87.5
1986-09-08,20.7,17,24.6,0.83,0,0,0,3,0.7,87,93.5
1986-09-09,21.7,19,26.4,4.67,0.5,1,2.2,2,0.6,72,90.5
1986-09-10,21.9,19,27.3,0.33,0.5,0.5,0.5,3.5,1.2,66,91.3
1986-09-11,21.1,17.8,26.9,0,0,0,0,2.5,0.7,68,87
1986-09-12,19.9,15.8,26.8,0,0,0,0,3,0.9,65,88.8
1986-09-13,17.9,14,25.2,0.17,0,0,0,3.5,0.7,50,92
1986-09-14,18.6,12.7,25,0,0,0,0,3,1.1,56,86.3
1986-09-15,19.9,14.9,26.9,0,0,0,0,3.5,1,56,84
1986-09-16,20.2,14.2,25.8,0,0,0,0,3,1,63,85.5
1986-09-17,16.6,12.1,20.1,1.83,4,4,4.5,6.5,2.1,39,70.5
1986-09-18,15.2,9.9,21.3,0,0,0,0,4.5,1.3,55,85.3
1986-09-19,16.1,9,23.2,0,0,0,0,2.5,0.7,54,83.8
1986-09-20,16.1,14.4,18.2,16.83,2.5,7,40,5,2.2,93,94.5
1986-09-21,15.4,13.6,17.4,12.17,4,13,54.5,4,1.6,91,93.8
1986-09-22,18.2,11.6,26.1,0,0,0,0,3.5,1.1,60,88.8
1986-09-23,18.5,11.3,26.5,0,0,0,0,5,1.5,50,88.3
1986-09-24,14.8,7.5,22.1,0,0,0,0,3.5,0.8,46,82.3
1986-09-25,15.8,8.2,25.4,0,0,0,0,3,0.6,43,83.8
1986-09-26,16.6,8.9,25.4,0,0,0,0,3,0.7,49,83
1986-09-27,16.2,9.5,24.2,0,0,0,0,4.5,1,78,92.3
1986-09-28,17.5,11.7,25.2,0,0,0,0,4,1,57,85.5
1986-09-29,16.4,10.3,23.4,0,0,0,0,4,1.5,50,84
1986-09-30,15.7,10.4,20.6,0,0,0,0,4,1.6,58,83.8
1986-10-01,14,11.3,18.2,4.67,1,2.5,4.5,3.5,0.7,78,92.8
1986-10-02,14.5,11.4,19.6,0,0,0,0,4,0.9,61,86
1986-10-03,16.3,11.8,22.6,0,0,0,0,4,1,58,86.3
1986-10-04,15.8,9.2,24.9,0,0,0,0,3.5,0.9,41,81
1986-10-05,15.4,8.1,22.8,0,0,0,0,3,0.6,56,88.5
1986-10-06,16.9,12.5,23.3,0,0,0,0,2.5,0.5,70,89
1986-10-07,16.6,10.9,23.9,0,0,0,0,4,1.1,63,87.8
1986-10-08,16.6,11.7,22.8,0,0,0,0,3.5,1.1,68,89.5
1986-10-09,15.2,13.6,18.2,7.83,3,10.5,18,3.5,0.9,91,95.5
1986-10-10,14.2,12.6,20.1,6.17,1,2.5,6,4.5,1,76,94.3
1986-10-11,14.5,8.5,19.2,1.17,0.5,0.5,0.5,4.5,2,65,86.3
1986-10-12,11.9,4.1,20.3,0,0,0,0,3.5,0.6,37,81.3
1986-10-13,13.2,6.9,22.2,0,0,0,0,2.5,0.6,54,85.3
1986-10-14,13.4,7.7,20.3,0.33,1,1,1,3.5,0.8,68,88.3
1986-10-15,13.9,9.5,19.4,0.42,1,1,1.5,3,0.9,84,93.5
1986-10-16,13.2,8.4,17.8,0.33,0.3,0.3,0.3,4.5,1,66,92
1986-10-17,8.8,4,14,0,0,0,0,3,0.6,59,86
1986-10-18,10.6,4.8,17.3,0,0,0,0,4,1,52,83.5
1986-10-19,9.9,3.3,18,0,0,0,0,4,1.3,42,81.8
1986-10-20,12.4,6.7,19,2.33,0.5,0.5,0.5,3.5,1.4,50,83
1986-10-21,10.8,9.9,11.8,16.17,2,6,34,5,1.8,92,95.3
1986-10-22,11.5,5.9,17.2,0,0,0,0,3,0.9,54,84
1986-10-23,9.5,3,16.7,0,0,0,0,4,1.1,58,85.8
1986-10-24,11.2,6.4,17.4,0,0,0,0,3.5,0.7,49,84.8
1986-10-25,11.1,4.5,19.8,0,0,0,0,3,0.9,61,86.5
1986-10-26,10.5,3.3,14.4,1.33,1.5,3.5,3.5,6,1.7,39,79
1986-10-27,8,0,15.9,0,0,0,0,3.5,0.9,44,78
1986-10-28,7.3,1.3,11.4,2,1,3.5,4.5,5,1.7,41,84.3
1986-10-29,3.9,0.3,11.2,2.5,1,1.5,2.7,2,0.4,58,93.3
1986-10-30,3.2,-0.5,8.7,0.83,0.5,1,1,4,0.9,57,86.5
1986-10-31,4.1,-2.4,12.4,0,0,0,0,2.5,0.5,43,82.3
1986-11-01,8.3,2,16.8,0,0,0,0,3.5,0.9,74,89.3
1986-11-02,6.3,-1.2,16,0,0,0,0,3,0.5,30,79.3
1986-11-03,8.5,3.8,13.8,5.17,1,3.5,7,5,0.7,64,92.3
1986-11-04,6.4,1.2,12.1,0,0,0,0,3,0.8,43,76.8
1986-11-05,6.1,0.3,14.1,0.58,0.5,0.5,0.5,4,0.8,72,90.5
1986-11-06,8.8,3.1,17.4,0,0,0,0,3,0.8,55,84.5
1986-11-07,9.6,5.5,15.2,1.92,2,4,4,6,1.5,48,84.8
1986-11-08,5.2,-0.8,10.2,0,0,0,0,3,0.6,38,83
1986-11-09,7.1,3.9,13.8,0.75,0,0,0,3,0.8,60,86.8
1986-11-10,7,3.2,11.6,0,0,0,0,4.5,1.4,50,75.3
1986-11-11,3.9,-1.5,10,0,0,0,0,4,0.8,36,77.5
1986-11-12,6.8,0.2,13.6,0,0,0,0,3,0.6,45,79.3
1986-11-13,11.5,7.8,18.4,7.17,0.5,1.5,5.5,4,1.4,75,92.8
1986-11-14,7.8,3,12,0,0,0,0,5.5,1.6,63,88.8
1986-11-15,1.5,-1.5,5.1,0,0,0,0,5.5,1.7,45,64.3
1986-11-16,0.8,-3.4,6.7,0,0,0,0,3,0.4,39,78.8
1986-11-17,1,-5.5,9.8,0,0,0,0,2.5,0.3,38,84.3
1986-11-18,4.5,-0.8,12.4,0,0,0,0,3,0.5,44,83.8
1986-11-19,4,-0.2,10.8,0,0,0,0,4.5,1,44,81
1986-11-20,3.4,-3.1,11.2,0,0,0,0,3,0.4,45,85.3
1986-11-21,2.4,-3.5,10,0,0,0,0,3,0.4,47,84.5
1986-11-22,4.5,-1.5,12.4,0,0,0,0,2.5,0.5,57,84.3
1986-11-23,8.8,3,17.2,0,0,0,0,5,2.1,62,86.5
1986-11-24,10.2,7.5,12.7,12.5,1,4,18,5.5,1.4,91,94.5
1986-11-25,3.2,-0.6,7.5,0,0,0,0,8,4.4,68,83
1986-11-26,-1.5,-4.4,1.8,0,0,0,0,4.5,1.1,57,81.3
1986-11-27,-1.4,-4.8,4.8,0,0,0,0,3,0.3,59,86.8
1986-11-28,0.9,-3.2,8.8,1.83,0.5,1,1,5,0.9,60,92.3
1986-11-29,-1.5,-4.9,1.8,0,0,0,0,5.5,1.3,59,83.5
1986-11-30,0.9,-5,7.4,0,0,0,0,4.5,0.9,52,85
1986-12-01,2.9,-2.6,10,0,0,0,0,3.5,0.7,59,86.3
1986-12-02,3,-3,10.3,0,0,0,0,3,0.4,60,87.5
1986-12-03,4.8,2.8,7.9,9.5,1,2,4,3.5,0.7,91,94.5
1986-12-04,2.8,-1.8,6.4,1.33,1,2.5,2.5,6.5,1.8,66,88
1986-12-05,2.6,-2.9,9.4,0,0,0,0,3,0.9,64,86.3
1986-12-06,5.6,3,9.2,0,0,0,0,7.5,2.6,73,88.3
1986-12-07,1.3,-3.7,5.6,0,0,0,0,6,1.3,73,88.3
1986-12-08,-1,-5.8,6.9,0,0,0,0,2.5,0.2,56,84.8
1986-12-09,-0.1,-5.5,8.3,0,0,0,0,3.5,0.5,51,82.8
1986-12-10,3.9,-1.3,9,0,0,0,0,5.5,1.5,60,84.5
1986-12-11,1.4,-4,10.3,0,0,0,0,2.5,0.4,55,83.8
1986-12-12,2.3,-2.9,11,0,0,0,0,3,0.6,69,88
1986-12-13,8.7,2.5,14.2,0.67,0,0,0,3.5,1.8,68,86.8
1986-12-14,8.2,7.3,10.4,15.67,0.5,1,3.5,2,0.5,90,94
1986-12-15,4.4,-0.6,7.8,1.33,0,0,0,4.5,1.5,89,93.5
1986-12-16,2.5,-2.6,9,0,0,0,0,4,0.9,65,86.3
1986-12-17,3.3,-2.4,9.3,3.17,0.5,1,1,4,0.8,68,89.3
1986-12-18,4.6,3.6,5.7,15.67,1,2.5,15.3,5,1.1,93,96
1986-12-19,2,0.8,3.6,3.67,0.5,1,1.3,3.5,1.5,91,95.8
1986-12-20,2.2,-1.6,5.4,0,0,0,0,4,0.7,66,88
1986-12-21,0.3,-3.5,6.7,0,0,0,0,6,1.4,63,87
1986-12-22,-2.7,-6.1,1.2,0,0,0,0,3,0.4,48,75.8
1986-12-23,-1.2,-5.9,4.3,0,0,0,0,2,0.2,62,85
1986-12-24,3.4,-0.8,10.1,0,0,0,0,2.5,0.4,77,91
1986-12-25,0.2,-6,4.2,0,0,0,0,8,2.6,43,78.5
1986-12-26,-5.7,-9.3,-2.2,0,0,0,0,4,0.9,46,63.3
1986-12-27,-3.8,-5,-3,2.67,0,0,0.1,2,0.1,59,78.5
1986-12-28,-5,-8.7,-1.2,3.33,0,0,0.4,5,0.6,75,89.3
1986-12-29,-2.1,-7.2,2.4,0,0,0,0,2,0.3,78,90.5
1986-12-30,2.3,0.2,4.8,5.17,0,0,3.5,4,2.1,79,93
1986-12-31,2.7,-3.2,6.2,0,0,0,0,7,2.2,70,92
1987-01-01,-3.1,-7.1,0.1,0.83,0,0,0.5,3,0.4,51,73.5
1987-01-02,1.7,-0.9,3.6,17.33,0,0,24.5,5,2.1,93,95.5
1987-01-03,-0.6,-5,2.7,0,0,0,0,6.5,1.5,70,88.5
1987-01-04,-4.7,-8.7,0.2,0,0,0,0,2.5,0.4,39,74
1987-01-05,-2.4,-4.3,2.4,0,0,0,0,3.5,0.5,48,81.8
1987-01-06,-0.4,-5,5.6,0,0,0,0,3.5,0.4,80,90.3
1987-01-07,0.5,-3.7,4.2,5.67,0,0,7.5,5.5,1,89,92.5
1987-01-08,2.4,-2.7,7.5,0,0,0,0,5.5,1.7,65,87
1987-01-09,-0.4,-6.7,4.6,0,0,0,0,6.5,2.5,60,82.8
1987-01-10,-7,-9.6,-4,0,0,0,0,4.5,1.3,52,62
1987-01-11,-5.4,-10.8,0.4,0,0,0,0,2,0.3,30,76.3
1987-01-12,-4,-9.8,-1.1,17.5,0,0,7.2,5,1.5,70,88
1987-01-13,-9.7,-15,-6.9,14.17,0,0,1.5,5,0.6,80,87.5
1987-01-14,-8.3,-18.7,0.6,0,0,0,0,2.5,0.4,77,85
1987-01-15,2.4,-1.4,9,0,0,0,0,2.5,0.9,62,85.5
1987-01-16,4,0.5,7.4,9,0,0,16,4,1.8,88,95.5
1987-01-17,-1.2,-5.6,2.5,0,0,0,0,6,2.8,74,83
1987-01-18,-1.6,-6.4,2.2,0.67,0,0,0,5.5,1.2,68,88.8
1987-01-19,-3.8,-7,0.6,0,0,0,0,4,1.2,49,71.8
1987-01-20,-4.2,-8.7,1.6,0,0,0,0,3,0.5,41,80
1987-01-21,-2.9,-8.3,5.2,0,0,0,0,2,0.3,40,77.5
1987-01-22,-0.3,-6.2,8,0,0,0,0,2.5,0.5,45,80
1987-01-23,0.5,-2.4,1.9,10,0,0,4.9,6.5,1.5,80,91
1987-01-24,-4.8,-6.9,-2.4,1,0,0,0.2,6.5,3.4,72,83.3
1987-01-25,-6.5,-9.2,-3.9,0,0,0,0,4.5,1.8,52,71.8
1987-01-26,-4.3,-9.2,1.6,0,0,0,0,3,0.4,49,80.8
1987-01-27,-0.6,-5.4,6.8,0,0,0,0,3.5,0.8,61,85
1987-01-28,0.8,-4.8,8.8,0,0,0,0,3.5,0.7,47,82.8
1987-01-29,2.4,-2.2,9,0,0,0,0,6,1.7,77,91
1987-01-30,-3.7,-6,-0.7,0,0,0,0,5.5,2.3,57,71.3
1987-01-31,-6.4,-9.8,-3.2,0,0,0,0,5.5,1.7,55,73
1987-02-01,-6.9,-12.5,0.3,0,0,0,0,4,0.5,38,76.5
1987-02-02,-4.2,-7.2,-1.8,9.83,0,0,4.2,6,1.7,76,91.8
1987-02-03,-4.5,-7.2,-0.8,1.17,0,0,0.1,6.5,2.5,72,85.8
1987-02-04,-6.1,-11.8,-0.3,0,0,0,0,5.5,1,61,85.5
1987-02-05,-2.9,-9.5,5.7,0,0,0,0,4,0.6,60,83.3
1987-02-06,0.8,-4.6,8.5,0,0,0,0,3.5,0.6,73,88
1987-02-07,1.7,-3.4,9.6,0,0,0,0,4.5,0.6,55,93
1987-02-08,0.9,-6.1,9.8,0,0,0,0,3,0.4,55,81.5
1987-02-09,8.2,1.1,16,0,0,0,0,5.5,1.4,61,84.8
1987-02-10,9.6,4.5,14.2,7.33,0,0,8.5,4.5,1.3,87,93.3
1987-02-11,8.2,4.4,12.8,13.83,0,0,18.5,4.5,1.3,93,96
1987-02-12,1.6,-3,6.1,2.83,0,0,2.2,4.5,1.4,72,90.3
1987-02-13,1.3,-3.4,7.1,0.17,0,0,0.1,3,0.6,51,85.3
1987-02-14,-0.4,-4.4,4.2,0.83,0,0,0.2,7,3.3,53,75.3
1987-02-15,-3.9,-8.5,0.5,0,0,0,0,4.5,1.1,44,71
1987-02-16,-1.6,-6.9,3.3,0,0,0,0,3.5,0.6,50,82.5
1987-02-17,2.2,-0.3,5,1,0,0,0,3.5,0.6,66,89.8
1987-02-18,1.3,-1.7,5.7,0,0,0,0,5.5,1.5,81,91
1987-02-19,0.2,-3.9,6.5,0,0,0,0,4,0.7,67,90.8
1987-02-20,-0.5,-4,3.9,0,0,0,0,4.5,1.1,56,82
1987-02-21,-1.2,-5.3,4.8,0,0,0,0,5,0.9,53,85.8
1987-02-22,0.5,-4.3,8.2,0,0,0,0,3.5,0.7,40,80.5
1987-02-23,5.6,0.4,10.8,0,0,0,0,5.5,1.6,62,87.3
1987-02-24,1.2,-4,7.2,0,0,0,0,8.5,4.8,59,74.3
1987-02-25,-3.8,-5.9,-1.2,0.83,0,0,0,7.5,4.3,51,75.5
1987-02-26,-3.8,-7.8,-0.5,1.17,0,0,1,8,2.9,50,73.5
1987-02-27,-4.7,-7,-2.8,1.33,0,0,0,7,3.8,65,78.8
1987-02-28,-1.3,-7.6,6.2,1.08,0,0,0.7,6.5,1.5,56,85.3
1987-03-01,-2.9,-5.9,-0.2,0,0,0,0,7,2.5,55,77.3
1987-03-02,-2.9,-9.7,3.2,0,0,0,0,4.5,1.1,54,81
1987-03-03,1.5,-6.4,10.4,0,0,0,0,4,1,60,84.8
1987-03-04,5.5,0.8,10.5,2.33,0,0,3.8,6,1.8,74,93
1987-03-05,2.6,-0.7,7.4,0,0,0,0,4,0.8,53,87.3
1987-03-06,0.4,-2.9,5.2,0,0,0,0,4,1.1,43,68.8
1987-03-07,3.1,-1,9,0,0,0,0,4.5,1.2,58,83
1987-03-08,2.5,-3.5,9.2,0,0,0,0,5.5,0.9,51,83.5
1987-03-09,2.4,-1.8,7.2,0,0,0,0,5,1.2,47,79
1987-03-10,3.3,-2.6,9.4,8.67,0,0,3,6,1.6,65,84.5
1987-03-11,2.1,-2.3,7.6,0,0,0,0,5,1.2,36,81
1987-03-12,6,-1.9,17.2,0,0,0,0,4,1.1,22,74.8
1987-03-13,8.3,3.9,13.3,0,0,0,0,6,1.4,63,89.3
1987-03-14,2.3,-2.1,6.3,0,0,0,0,8,2.9,43,77.8
1987-03-15,1.7,-4.7,7.9,0,0,0,0,4.5,1.2,35,76.5
1987-03-16,3.8,-3,12,0,0,0,0,6,0.9,29,77.8
1987-03-17,5.3,-1.9,15.5,3.33,0,0,1.1,4,1.1,29,75.8
1987-03-18,6.3,2.4,13.3,0,0,0,0,6.5,1.5,28,78
1987-03-19,4.9,2,6.5,9.5,0,0,14.2,5,1.4,86,91.3
1987-03-20,6.7,0,15.6,0,0,0,0,7,1.8,55,87.5
1987-03-21,6.6,2.7,12.7,0,0,0,0,3.5,1,60,84.3
1987-03-22,7.3,1.4,12.1,7.67,0,0,2.1,4.5,1.6,76,92.8
1987-03-23,11.4,8,16.4,2.17,0,0,0.5,4.5,2.6,70,87.8
1987-03-24,6.3,-1,9.8,11.33,0,0,11.6,8,3.2,58,89.8
1987-03-25,-1.9,-5.5,1.2,0.67,0,0,0.2,11.5,5.4,46,62.3
1987-03-26,1,-6,8.1,0,0,0,0,5.5,1.6,39,77
1987-03-27,3.7,-2.7,11.2,0,0,0,0,4,1.3,47,80.8
1987-03-28,4.8,-0.6,12.6,0,0,0,0,4,1,34,79.3
1987-03-29,6.3,-2.6,17,0,0,0,0,5,0.8,21,77.5
1987-03-30,5,1.6,8.5,6.17,0,0,0.6,4,0.9,92,94.5
1987-03-31,4.4,1.2,8.2,0,0,0,0,7.5,2.6,38,76.8
1987-04-01,3.6,-1.7,10.1,0,0,0,0,2.5,0.6,35,77
1987-04-02,4.9,-0.8,11.6,0,0,0,0,4,1.1,44,81
1987-04-03,6.1,1,13.2,0,0,0,0,6.5,1.5,60,89
1987-04-04,9.1,-1.3,21,0,0,0,0,4.5,1,30,77
1987-04-05,14.1,3.4,25.1,0,0,0,0,4.5,1.3,21,71.5
1987-04-06,11.5,8.8,13,9,2,8,11.5,4,1.5,70,86.3
1987-04-07,10.3,6.9,14,0,0,0,0,4,1.3,87,92.8
1987-04-08,12.8,4.8,23,0,0,0,0,4.5,1.2,61,89.5
1987-04-09,12.9,8.8,18.2,1.33,0.5,0.5,1,4.5,1,63,90.3
1987-04-10,9.2,6,13.4,4.17,0.5,0.5,1.1,5,1.8,84,92.3
1987-04-11,7.2,3.6,11.2,0,0,0,0,8,2.9,31,67.8
1987-04-12,4.9,1.2,9.1,0,0,0,0,7,3.2,35,69.3
1987-04-13,4.2,-1.1,10,0,0,0,0,5.5,1.7,40,73
1987-04-14,5.2,-3.3,13.6,0,0,0,0,5.5,1.2,28,73.8
1987-04-15,8.1,-0.7,17.2,0,0,0,0,4,1.1,48,75.5
1987-04-16,9.2,0.9,19,0,0,0,0,5,1.3,35,74.5
1987-04-17,10.1,0.4,20.4,0,0,0,0,4.5,1.2,21,66.5
1987-04-18,11.5,2.3,23,0,0,0,0,4.5,1,17,66.8
1987-04-19,13.5,4.1,23.1,0,0,0,0,3.5,1,55,79.8
1987-04-20,18.7,9.8,27.1,0,0,0,0,6,2.5,46,79.8
1987-04-21,14.3,6.7,20,10,2.5,6.5,20,9,4.7,86,95.3
1987-04-22,7.3,2.8,12.7,6.67,1,3,10.5,6.5,1.2,66,94.3
1987-04-23,10.9,7.4,18.2,1,0.5,0.5,0.5,5,1.2,70,88.8
1987-04-24,12.1,6.8,20.2,0,0,0,0,4,1.1,21,75
1987-04-25,11.2,8,15.8,6.5,0.5,1,2,6.5,2.3,61,86.5
1987-04-26,11.4,7.4,16.2,0,0,0,0,5.5,2,55,87
1987-04-27,11,2,21,0,0,0,0,5.5,1.5,22,72.5
1987-04-28,10.7,3.9,20.4,0,0,0,0,4,1,14,66.8
1987-04-29,11.7,1,24.7,0,0,0,0,5.5,1.1,15,66
1987-04-30,11.2,5,17.9,10.33,2.5,6.5,11,4.5,1.5,48,86
1987-05-01,15.9,12,21.6,0,0,0,0,5,1.7,61,87.8
1987-05-02,12.7,10.2,16,7,1,1.5,3,4.5,0.7,90,94
1987-05-03,10.9,7,15.8,1.67,1,1.5,1.5,6.5,3.1,36,74.3
1987-05-04,12,3.4,19.1,0,0,0,0,6.5,2.4,25,72.8
1987-05-05,14.5,8.3,21.3,0,0,0,0,4.5,2,39,80
1987-05-06,13.6,5.3,22,0,0,0,0,4.5,1.7,34,79.3
1987-05-07,13.9,8.2,22,0,0,0,0,4.5,1.5,34,81.5
1987-05-08,14.1,6,22.8,0,0,0,0,4,1.2,27,76.5
1987-05-09,15.4,6.1,25.8,0,0,0,0,5.5,1.5,26,73.3
1987-05-10,14.5,10.6,17.9,10,1,1.5,5.1,2,0.7,86,94.5
1987-05-11,16.6,14.3,19.6,8,1,1.5,4.5,3.5,1.6,93,95.5
1987-05-12,18,13.6,25.4,1.33,0,0,0,4,1,61,88.8
1987-05-13,16.3,13.2,22.1,1.67,0.5,0.5,0.5,4.5,1.4,71,89.3
1987-05-14,16.6,10,24,0,0,0,0,4.5,1.6,33,68
1987-05-15,15.6,8,25,0,0,0,0,4.5,1.2,39,75.8
1987-05-16,15.2,8.4,23.8,0,0,0,0,4,1.2,31,72.8
1987-05-17,13.4,8,18.7,3.33,1,1.5,1.5,7,2.5,31,79.5
1987-05-18,15.1,5.7,25.6,0,0,0,0,3.5,1.4,22,64.3
1987-05-19,17,7.7,26.7,0,0,0,0,6,1.6,29,71.5
1987-05-20,18.7,10.7,28.2,0,0,0,0,3.5,1,28,67.5
1987-05-21,21.7,13.2,30.4,0,0,0,0,5,1,48,79.5
1987-05-22,19.3,18,20,14.83,5.5,8.5,31,5,1.9,92,95.5
1987-05-23,17.8,15.4,21.2,5.5,2,3.5,8.5,4,1.5,84,95.3
1987-05-24,19.4,14.8,26,0,0,0,0,5,1.1,67,89
1987-05-25,20.6,17.6,25.9,4,4,9.5,20,3.5,1.1,73,94
1987-05-26,19.1,15.5,24.4,4.33,5,15.5,23.5,5,1.9,50,84.3
1987-05-27,18.8,13.1,23.9,0,0,0,0,6.5,2.1,40,66.5
1987-05-28,17.9,9.8,26.4,0,0,0,0,5,1.2,29,73.5
1987-05-29,17.6,12.2,25.2,0,0,0,0,4.5,1,26,76
1987-05-30,18,10.4,25.4,0,0,0,0,5.5,1,35,67
1987-05-31,19.7,10.4,29.2,0,0,0,0,3,0.9,36,74.5
1987-06-01,22,14.1,29.6,5.33,3,6,16,4,1.5,47,78
1987-06-02,20.6,18,22.5,14.5,4,7.5,24.5,5.5,2,87,95.8
