DATE,AVG_TEMP(°C),MIN_TEMP(°C),MAX_TEMP(°C),DUR_RAINFALL(hr),MAX_RAIN_FOR_10MIN(mm),MAX_RAIN_FOR_1H(mm),DAILY_RAINFALL(mm),MAX_WIND_VELOCITY(m/s),AVG_WIND_VELOCITY(m/s),MIN_REL_HUMIDITY(%),AVG_REL_HUMIDITY(%)
1995-12-25,-6,-8.5,-2.9,0,0,0,0,4.4,2.6,35,43.5
1995-12-26,-6.6,-11.8,-0.1,0,0,0,0,2.5,0.9,34,48
1995-12-27,-4.6,-11.6,3.8,0,0,0,0,1.9,0.8,29,48.3
1995-12-28,0.1,-3.9,4.3,4.17,0,0,1.4,5.1,1.6,42,49.5
1995-12-29,-4.2,-7.1,-1.3,12.75,0,0,2.9,3.5,2,46,55.5
1995-12-30,-7,-10.7,-2.6,0,0,0,0,3.7,1.1,38,50.8
1995-12-31,-3.9,-10.8,4.7,1.33,0,0,0.1,4,1.9,34,48.3
1996-01-01,-4.1,-10.2,2.1,0,0,0,0,2.5,0.9,25,43.8
1996-01-02,0.4,-8,8.5,0,0,0,0,4.2,1.7,37,48.3
1996-01-03,-2.9,-8.7,7.8,0.58,0,0,0,6.3,3.6,33,41.8
1996-01-04,-6.1,-12.4,0.9,0,0,0,0,2.4,1,37,50.8
1996-01-05,-0.5,-7.3,3.3,8.83,0,0,1.5,3.8,2.4,41,48.3
1996-01-06,2.7,-1.4,6.4,0,0,0,0,2.3,1.1,50,81.5
1996-01-07,1.7,-2.4,5.3,6.42,0,0,1,5,1.3,76,93.3
1996-01-08,-3.9,-6.5,2.1,6.5,0,0,0.5,8,4.7,30,54
1996-01-09,-6,-10.6,-1.9,0,0,0,0,4.4,1.4,41,55.3
1996-01-10,-4.8,-10.2,1.6,0,0,0,0,2.7,1,35,51
1996-01-11,-4.6,-10.7,4.1,0,0,0,0,1.7,0.9,21,50.8
1996-01-12,-2,-10,9.4,0,0,0,0,4.3,1.5,28,45.5
1996-01-13,2.1,-3.6,9.3,0,0,0,0,3.9,1.9,35,46.3
1996-01-14,3.5,2,5.5,10.67,0,0,21,3.4,1.3,45,83.8
1996-01-15,1.3,0.2,2.6,10.67,0,0,4.6,2.6,1.1,51,81.5
1996-01-16,-2.9,-7,0.8,0,0,0,0,4.9,2.6,38,50
1996-01-17,-4.3,-8.2,-0.8,0,0,0,0,3.4,1.4,34,47.5
1996-01-18,-4,-7.9,-0.4,0,0,0,0,2.6,1.2,34,45
1996-01-19,-3.7,-8.2,1.7,0,0,0,0,1.8,0.8,31,48.8
1996-01-20,-0.6,-4.2,4.1,0,0,0,0,2.6,1,39,46.8
1996-01-21,-2.9,-6.4,2.1,0,0,0,0,1.7,0.6,34,49
1996-01-22,-1.2,-5,3.8,0,0,0,0,3.4,1,36,47
1996-01-23,-1.6,-4.9,1.3,0,0,0,0,4.3,2,28,42.5
1996-01-24,-3.1,-6.4,0.3,0,0,0,0,3.4,1.6,35,42
1996-01-25,-5.1,-9.3,-1,0,0,0,0,5.2,2,30,45
1996-01-26,-6.2,-12,-0.4,0,0,0,0,3,1.3,27,44.8
1996-01-27,-3.8,-11.3,5,0,0,0,0,3.4,1.3,37,47
1996-01-28,0.1,-4.4,6.3,0,0,0,0,4.1,1.6,32,44.8
1996-01-29,-0.2,-6.2,5.7,0,0,0,0,5.7,2.3,31,44.8
1996-01-30,-5.1,-7.7,-1.7,0,0,0,0,5,2.6,26,34.3
1996-01-31,-6.8,-12.8,0.6,3.5,0,0,0.9,6.1,2.1,33,45
1996-02-01,-7.4,-11.6,-3.9,5.5,0,0,1.9,6.3,2.5,32,49.5
1996-02-02,-9.9,-14.2,-5.6,0,0,0,0,5.8,2,33,45
1996-02-03,-5.9,-12.6,2.1,0,0,0,0,2.2,1,38,51.3
1996-02-04,-0.5,-6.4,5.3,4.83,0,0,4,3.5,1.5,43,71.8
1996-02-05,-4.3,-6.6,-0.1,0.17,0,0,0,6.8,3.8,33,41.3
1996-02-06,-6.3,-9.8,-3.1,0,0,0,0,3.9,1.5,39,47.3
1996-02-07,-6,-11.8,0.1,0,0,0,0,2.4,0.9,32,46.5
1996-02-08,-3.5,-7.5,4,0.92,0,0,0,4.5,1.7,36,47.5
1996-02-09,-5.4,-6.9,-3.5,10.83,0,0,4.3,4.6,1.7,40,50
1996-02-10,-4.4,-8.6,-0.5,0,0,0,0,3.8,1.7,32,45.5
1996-02-11,-1.6,-9.2,6.5,0,0,0,0,3.9,1.8,37,47.5
1996-02-12,6,1,13.8,0,0,0,0,3.3,1.3,30,45.3
1996-02-13,8,1.7,16.7,0,0,0,0,4.5,1.4,37,43.8
1996-02-14,3.6,-1.6,9.9,0,0,0,0,3.2,1.2,38,86.5
1996-02-15,0.4,-3.1,3.9,0,0,0,0,3.9,2.6,32,37
1996-02-16,-2.6,-6.2,0.4,0,0,0,0,3.5,1.8,34,39.8
1996-02-17,-2,-4.6,0.8,0,0,0,0,2.9,2.1,31,34.3
1996-02-18,-2.8,-8.2,2.6,0,0,0,0,3.4,1.5,36,44.5
1996-02-19,-3.9,-9.5,0.8,0,0,0,0,4.2,1.8,29,43.8
1996-02-20,-4.3,-9.9,0.4,0,0,0,0,5.5,2.2,27,43.3
1996-02-21,-4.5,-10.7,1.2,0,0,0,0,4.4,1.7,31,43.8
1996-02-22,-3,-10.1,3.4,0,0,0,0,4.3,1.6,26,42.3
1996-02-23,-1.2,-7.6,5,0,0,0,0,5.5,1.7,26,41.8
1996-02-24,-1.8,-8.6,7.2,0,0,0,0,3,1.1,29,43
1996-02-25,-0.9,-6.3,6.6,0,0,0,0,2.8,1,31,43.3
1996-02-26,0.8,-5.4,9.2,0,0,0,0,4.7,2.1,27,42.3
1996-02-27,-1.7,-5.5,3,0,0,0,0,4.9,2.3,32,41
1996-02-28,-1.5,-9,6.8,0,0,0,0,2.6,1.2,34,47.8
1996-02-29,0.7,-4.8,8.7,0,0,0,0,3.4,1,34,45
1996-03-01,1.1,-3.6,4,0,0,0,0,5.9,3.2,28,38
1996-03-02,0.6,-6.8,8.8,0,0,0,0,4.8,1.7,26,44.8
1996-03-03,1,-6.2,8.3,0,0,0,0,3.6,1.4,31,42
1996-03-04,2.2,-3.7,9.3,0,0,0,0,6.1,2.1,26,40.8
1996-03-05,1.4,-5.2,9.7,0,0,0,0,3.6,1.3,24,41.3
1996-03-06,4.4,-4.5,12.9,0,0,0,0,2.9,1.5,29,38
1996-03-07,5.7,2.5,9.3,13.58,0,0,25.5,5.8,2.9,86,91.8
1996-03-08,3,-0.9,6.6,0,0,0,0,5.5,2.7,30,40
1996-03-09,1.5,-1.9,5.4,0,0,0,0,4.9,2.1,34,42.8
1996-03-10,3.4,-2.9,10.1,0,0,0,0,4.4,2,31,41
1996-03-11,1.8,-2,4,0,0,0,0,7.3,3.9,25,36
1996-03-12,-0.2,-5.8,6.4,0,0,0,0,3.6,1.1,32,55.3
1996-03-13,3,-5.2,11.3,0,0,0,0,3.5,1.6,29,62
1996-03-14,7.6,4.2,10.6,0,0,0,0,2.4,1,58,80.8
1996-03-15,7.1,1.8,12.8,0,0,0,0,2.5,1.1,46,73
1996-03-16,5.3,0.4,9.8,8.83,0,0,32.5,6.6,2.8,54,76
1996-03-17,4.1,0.5,6.4,8.5,0,0,3,4.7,2.6,56,77.5
1996-03-18,2.7,-3.1,7.5,0,0,0,0,4.8,2.5,43,59.3
1996-03-19,1.8,-1.6,6,0,0,0,0,3.4,2,37,49.8
1996-03-20,3.9,-3.3,14,0,0,0,0,4,1.7,28,55.8
1996-03-21,3.4,-0.7,6.2,12.15,0,0,20,3.1,1.5,49,76.8
1996-03-22,6.3,2.6,11.1,0,0,0,0,3.7,1.7,54,79
1996-03-23,5.2,-0.2,11.3,0,0,0,0,5.9,3,50,66.3
1996-03-24,4.4,1.1,7,9.67,0,0,4.5,4,2.1,60,73.5
1996-03-25,4,1,9.3,1.33,0,0,0.5,3.2,1.6,58,76
1996-03-26,4.9,-2.8,15,0,0,0,0,2.9,1.3,39,66.3
1996-03-27,6.1,0.6,14.1,0,0,0,0,3.3,1.1,33,55
1996-03-28,5.5,-1.5,13.8,0,0,0,0,3.7,1.3,37,57
1996-03-29,9.8,5.5,14.7,9.83,0,0,18,6.2,3.1,39,63.8
1996-03-30,7.3,5,11.3,14.33,0,0,11,5.5,3.1,60,77
1996-03-31,5.2,2.6,9.2,0,0,0,0,5.9,2.6,40,57.8
1996-04-01,3.9,1.1,7.8,0,0,0,0,6.9,3,31,47.3
1996-04-02,2.9,0.3,7.1,0,0,0,0,6.4,3.6,29,40.8
1996-04-03,3.1,-0.9,8.3,0,0,0,0,5.8,3.1,26,39.5
1996-04-04,4.5,-3.1,11.1,0,0,0,0,5.2,2.2,25,48
1996-04-05,8.2,-0.6,16.9,0,0,0,0,4,1.5,24,46
1996-04-06,6.2,2.4,11,10.17,0.5,1.5,4.5,3.5,1.6,34,57.8
1996-04-07,8.3,4.9,14.7,0,0,0,0,4.5,2,46,60.8
1996-04-08,8.6,3.6,14.7,0,0,0,0,4.6,1.9,32,50.8
1996-04-09,7.7,2.1,14.4,0,0,0,0,4.5,1.7,24,43
1996-04-10,6.8,2.7,11.9,0,0,0,0,5.3,2.5,23,34.5
1996-04-11,5.8,0.6,11.7,0,0,0,0,5.5,3.1,21,35
1996-04-12,5.5,-1.4,12.1,0,0,0,0,4.3,1.6,17,38.5
1996-04-13,6.2,-2.7,15.1,0,0,0,0,4.3,2.3,23,37
1996-04-14,7.7,-0.7,15.7,0,0,0,0,4.9,1.7,17,34
1996-04-15,7.5,-0.9,16.6,0,0,0,0,3.3,1.3,25,42.3
1996-04-16,10.4,2.7,17.5,3.25,0.5,0.5,1,4,1.5,32,55
1996-04-17,9.7,4.9,13.5,9.33,2,8,16.5,6.2,2.7,41,89.8
1996-04-18,8.8,2.4,15.1,0,0,0,0,5.5,2.1,22,39
1996-04-19,7.9,-0.5,16.3,0,0,0,0,4.7,1.4,25,39.3
1996-04-20,8.9,1.7,15,0,0,0,0,4.2,1.7,24,36.8
1996-04-21,8.6,0.5,16.6,0,0,0,0,3.8,1.6,33,44
1996-04-22,11.5,3.2,19.5,0,0,0,0,5.1,2.1,22,36.5
1996-04-23,12.2,2.9,20.9,0,0,0,0,3.9,1.8,22,41
1996-04-24,13.5,3.5,22.2,0,0,0,0,4.4,1.8,26,48
1996-04-25,15.2,8,22.7,0,0,0,0,3.5,1.5,31,55.3
1996-04-26,16.4,8.1,24.8,0,0,0,0,3.2,1.4,30,56
1996-04-27,16.9,11.4,25.9,0,0,0,0,2.8,1.2,30,58.5
1996-04-28,16.5,11.3,22.6,0,0,0,0,3.2,1.3,38,63.8
1996-04-29,15,13.8,17.8,13.13,1,4.5,13,5.8,2.8,70,86.3
1996-04-30,15.2,13.3,16.7,10.35,1,5,19.5,5.3,2.1,69,75.5
1996-05-01,13.5,11.9,15.9,3.97,0.5,0.5,1.5,4.8,1.7,74,79
1996-05-02,14.8,8.6,21.3,0,0,0,0,5.3,2.4,27,58.5
1996-05-03,15.6,7.6,25,0,0,0,0,3.8,1.3,26,56.8
1996-05-04,14.1,11.2,17.5,11.93,1,4,14,3.2,1.5,57,74
1996-05-05,13.2,8.4,18.8,0,0,0,0,4.9,2.3,30,61.5
1996-05-06,13.3,6.1,22.5,0,0,0,0,4.7,1.9,31,60.8
1996-05-07,16.9,11.1,23.6,0,0,0,0,4.4,1.9,31,59.5
1996-05-08,15.2,9.9,21,0.58,0,0,0,5.3,2,30,63.3
1996-05-09,15.1,7.6,21.5,0,0,0,0,6.2,2.4,29,60.3
1996-05-10,16.3,7.2,25.2,0,0,0,0,5,1.9,25,59.8
1996-05-11,15.3,10.2,21.4,0,0,0,0,4.7,2.4,33,61.5
1996-05-12,14.6,8,22.1,0,0,0,0,3.1,1.3,36,63.8
1996-05-13,15.6,8.2,24.1,1.25,0.5,0.5,0.5,3,1.4,30,64.8
1996-05-14,15.4,9,22.5,0,0,0,0,2.8,1.2,38,63.3
1996-05-15,18.1,10.5,27,0,0,0,0,3.5,1.4,30,63
1996-05-16,18.4,10.3,27.3,0,0,0,0,2.8,1.1,22,56.8
1996-05-17,19.2,9.8,28.5,0,0,0,0,2.5,1.2,33,65.8
1996-05-18,19.3,11.3,28.2,0,0,0,0,3.1,1,32,57.3
1996-05-19,17,9.5,23.2,0,0,0,0,3,1.2,42,63.5
1996-05-20,18.1,14.4,22.6,0.42,0.5,0.5,0.5,5,2.2,55,71.3
1996-05-21,17.7,13.7,23.5,0.58,0,0,0,3.9,1.8,31,59.8
1996-05-22,16.7,9.5,23.8,0,0,0,0,3.4,1.5,41,59.3
1996-05-23,18.3,10.1,25.7,0,0,0,0,2.8,1.1,38,60.5
1996-05-24,19,10.5,27.9,0,0,0,0,3.6,1.2,29,52.5
1996-05-25,18.7,10.1,27.7,0,0,0,0,3.1,1.2,30,52.5
1996-05-26,19,11.3,28.2,0,0,0,0,3.4,1.3,31,57.5
1996-05-27,18.9,11.5,27.2,0,0,0,0,2.6,0.9,40,65.3
1996-05-28,20.5,13.5,28.8,0,0,0,0,3.2,1.2,39,59.5
1996-05-29,21.3,16,28,0,0,0,0,4.1,1.6,41,58
1996-05-30,20.1,17,25.2,0.87,1.5,2.5,2.5,2.5,1.3,55,68
1996-05-31,22.3,15.3,30.2,0,0,0,0,2,0.9,41,60.8
1996-06-01,23.8,16.7,33,0,0,0,0,2.3,1,33,57
1996-06-02,21.8,16.8,28.8,0,0,0,0,3,1.3,48,63
1996-06-03,20.3,18.6,24.5,2.68,0,0,0,3,1.1,59,69
1996-06-04,21.7,16.6,28,0,0,0,0,3.4,1.3,32,54.8
1996-06-05,22.4,13,31.1,0,0,0,0,4.6,1.8,25,47
1996-06-06,22.2,13.3,30.4,0,0,0,0,3.1,1.4,28,51
1996-06-07,19,17.6,21.1,8.77,0.5,1.5,3,4.5,2.2,30,64.3
1996-06-08,22.6,17.2,30.1,0,0,0,0,4.5,1.8,40,57.3
1996-06-09,24.2,17.7,31.4,0.45,0,0,0,3.4,1.6,36,52.8
1996-06-10,21.1,19.1,23.1,11.42,2.5,8.5,32.5,4,1.4,41,66.3
1996-06-11,21.9,18.8,27.6,0,0,0,0,4.4,1.2,46,58.8
1996-06-12,22.1,18.2,27.6,0,0,0,0,4.5,1.6,50,57
1996-06-13,24.9,21,30.7,0,0,0,0,4.5,1.8,43,54.8
1996-06-14,22.8,19.3,27.7,0,0,0,0,5.9,2.1,45,56.5
1996-06-15,24,20,29.7,0,0,0,0,3.4,1,46,56.5
1996-06-16,24.5,20.3,30.9,4,8,21.5,26,3.9,1.4,48,64.8
1996-06-17,22,20.8,24.4,16.12,5.5,17.5,94,4.2,1.6,71,79.3
1996-06-18,18.8,15.2,24.5,7.25,1.5,6,17.5,6.2,1.5,50,68.3
1996-06-19,22,16.5,28.7,0,0,0,0,4.2,1.9,49,61.8
1996-06-20,20.7,19.4,22.7,3,5.5,7,7,6.7,4,57,68.3
1996-06-21,23.3,20.2,28.2,0,0,0,0,4.4,2.6,49,61
1996-06-22,23.4,19.6,28,0,0,0,0,4,2.1,50,60.3
1996-06-23,22.5,19,27.4,0,0,0,0,3.8,1.6,54,64.3
1996-06-24,19.6,17.3,20.9,14.17,5.5,9.5,35,7.6,3.7,68,86.5
1996-06-25,19.5,17,22.8,1.92,0,0,0,5.5,3.6,71,81.8
1996-06-26,21.5,17.3,27,1.58,0.5,0.5,0.5,5.4,2.7,65,79.5
1996-06-27,19.1,18.4,21.2,13.17,1,2.5,10,5.2,2,81,86
1996-06-28,21.3,18.5,23.7,3.08,0.5,3,5,4.6,1.9,81,86.8
1996-06-29,21.9,19.2,26.8,11.42,1,2,6.5,8.9,5.5,75,88.3
1996-06-30,22.7,18.3,26.3,0,0,0,0,7.7,4.4,75,80
1996-07-01,23.6,20.1,29.9,0,0,0,0,4.8,2.4,54,77.5
1996-07-02,24,20.2,29.1,0,0,0,0,5,2.3,51,74.8
1996-07-03,23.8,20.6,29.2,0,0,0,0,5.3,2.6,58,80.8
1996-07-04,21.4,20.7,22.9,13.5,5.5,19.5,58.5,6,4.6,75,87
1996-07-05,23.5,18.4,28.8,2.75,0.5,0.5,1,4.5,2,54,73
1996-07-06,22.3,19,26.7,0,0,0,0,3.1,1.2,67,80.3
1996-07-07,22.9,17.9,28.8,0,0,0,0,6.5,4.5,46,62.5
1996-07-08,21.9,15.1,29.1,0,0,0,0,4.5,2.5,40,64
1996-07-09,22,15.8,28.4,0,0,0,0,5.1,2.4,46,63.8
1996-07-10,22,15.4,28.2,0,0,0,0,6.6,2.8,53,68.5
1996-07-11,23.5,18.1,28.4,0,0,0,0,6,3.1,49,64.5
1996-07-12,21.8,19.6,25.5,0.42,0,0,0,5.8,3.9,52,64.5
1996-07-13,22.6,19,26.9,0,0,0,0,5,2.5,68,78
1996-07-14,22.8,20.7,28.5,0,0,0,0,3.1,1.7,55,77.3
1996-07-15,23.8,20.3,29.6,10.17,6.5,19.5,36.5,5.2,3.6,60,79.8
1996-07-16,23.1,20.9,27.1,0.58,0.5,0.5,0.5,7.7,3.7,53,71.5
1996-07-17,26.2,20.5,33.7,0,0,0,0,4.7,2.2,53,77.3
1996-07-18,28.1,21.9,35,0,0,0,0,3,1.5,50,71.8
1996-07-19,26.9,23,32.9,0,0,0,0,2.6,1.2,56,80.3
1996-07-20,27,23.2,31.9,0,0,0,0,4,1.7,63,79.5
1996-07-21,26.2,23.4,31,4.5,12,48.5,64.5,3.3,1.5,67,84.5
1996-07-22,24.8,22.2,28.1,8.5,1.5,5,12.5,3.5,1.8,66,82.3
1996-07-23,26.5,22.2,32.2,0,0,0,0,2.2,1,57,77.3
1996-07-24,28,24.7,33,0,0,0,0,4.2,2.3,50,69.5
1996-07-25,28.2,23.6,32.9,0,0,0,0,4.4,1.5,52,68.3
1996-07-26,28.2,26,32.8,0,0,0,0,4.6,1.6,62,73.3
1996-07-27,28.1,24.9,33.5,0.5,2.5,4,4,3.3,1.4,54,73.8
1996-07-28,27.6,23.3,32,0.75,0,0,0,3.2,1.5,60,77
1996-07-29,29,24.5,34.4,0,0,0,0,3.4,1.7,52,71
1996-07-30,27.8,23.5,33.4,0,0,0,0,3.1,1.4,50,70.5
1996-07-31,28.4,22.9,35.3,0,0,0,0,3.4,1.3,44,65.8
1996-08-01,29,23.6,36.2,0.92,1,2,2,4.2,1.3,45,64.5
1996-08-02,29.2,24.1,35.8,0,0,0,0,2.9,1,54,75.5
1996-08-03,28.3,24.4,34.2,0,0,0,0,2.7,1.2,53,75
1996-08-04,26.9,24,32,1.42,3,7,8,3.4,1.2,55,69.8
1996-08-05,27.2,24.7,33.3,1,4,12.5,12.5,3.3,1.2,58,80.5
1996-08-06,28.1,23.4,33.4,0,0,0,0,2.6,1.2,61,74.8
1996-08-07,27.1,24.1,31.9,0,0,0,0,2.9,1.3,63,77.8
1996-08-08,26.5,23.4,30.4,0.45,0,0,0,2.8,1,67,83.5
1996-08-09,27.9,24.1,33.3,0,0,0,0,2.4,1,59,79.5
1996-08-10,28.9,24.8,34.1,0,0,0,0,3.4,1.7,54,71.5
1996-08-11,28.8,25.1,34.3,0,0,0,0,3.6,1.8,54,71.8
1996-08-12,28.7,23.8,35.1,0,0,0,0,2.5,1.1,54,70.3
1996-08-13,27.7,22.9,34.3,0,0,0,0,2.9,1.1,52,77.8
1996-08-14,27.6,23.5,34,0,0,0,0,4.8,1.7,55,79
1996-08-15,25.7,21.2,31.1,0,0,0,0,3.5,1.7,47,68.8
1996-08-16,25.2,19.5,32.6,0,0,0,0,2,1,53,72.3
1996-08-17,25.8,18.6,33.2,0,0,0,0,2.2,1,50,78
1996-08-18,26.8,21.1,33.7,0,0,0,0,2.6,1.1,51,75
1996-08-19,26.4,21.3,33.8,0.48,0.5,0.5,0.5,2.8,1,52,80.5
1996-08-20,26.9,22.4,33.3,0.1,0,0,0,3,1.4,54,77
1996-08-21,27.5,22.9,34.3,0,0,0,0,2.8,1.3,53,78.8
1996-08-22,25.9,23.3,32.8,1.92,12,15,18,4.1,1.7,63,86.5
1996-08-23,23.7,20.4,28.5,0,0,0,0,3.2,1.6,58,77
1996-08-24,23,19.6,27.9,0,0,0,0,4.8,3,44,60.8
1996-08-25,21.9,19.3,24.3,0.25,0,0,0,3.5,2.2,55,70.5
1996-08-26,19.3,18.3,20.4,18.08,2,9,48.5,3.4,2.5,81,91.3
1996-08-27,20,19.2,21.1,14.5,1.5,6.5,23,4.3,2.7,80,84.3
1996-08-28,19.8,18,22.1,3.75,0.5,2,4,3.2,1.8,62,80.5
1996-08-29,21.9,16.9,28.8,0.5,0,0,0,3.1,1.2,51,70.5
1996-08-30,21,19.2,23.7,0,0,0,0,5.1,2.7,60,68.3
1996-08-31,21.8,18.2,28.1,1.42,0,0,0,4,1.4,50,70.8
1996-09-01,22.3,15.9,29.3,0,0,0,0,2.7,1.1,42,64
1996-09-02,22.2,15.3,30.7,0,0,0,0,3.6,1.3,38,65.3
1996-09-03,21.9,15.1,30,0,0,0,0,2.8,1,37,60
1996-09-04,20.8,16.6,26,0.62,0,0,0,2.4,0.9,47,62.8
1996-09-05,19.4,14.7,24.7,0,0,0,0,2.8,0.8,53,70.5
1996-09-06,19.5,15.7,24.3,4.42,0.5,0.5,0.5,1.8,0.7,41,65.8
1996-09-07,21,13.8,30.3,0,0,0,0,2.2,1.1,36,62.8
1996-09-08,23.5,16.5,29.8,2.42,0.5,0.5,0.5,3.2,1.5,30,59.3
1996-09-09,20.9,17.5,25.3,8.1,0.5,1.5,5,2.6,1.2,51,77
1996-09-10,21.2,16.5,27.4,0,0,0,0,2.6,1.1,43,69.3
1996-09-11,21,16,29.3,0,0,0,0,2.1,0.8,33,64.3
1996-09-12,21,15.3,28.2,0,0,0,0,2,0.9,45,65
1996-09-13,20.6,14.8,28.4,0,0,0,0,2.8,0.8,38,68
1996-09-14,20.8,14.7,29.1,0,0,0,0,2.6,1,36,62.3
1996-09-15,22.1,15.7,30.9,0,0,0,0,2.7,1.1,40,61.8
1996-09-16,22,16.3,28.8,0,0,0,0,3.1,1.1,39,70
1996-09-17,21.5,16.8,27.9,0,0,0,0,2.6,0.9,42,69
1996-09-18,21.9,16.7,29,0,0,0,0,3.4,1.4,40,70.8
1996-09-19,20.9,17.2,25.3,4.5,0.5,1.5,2,3,0.8,48,69.8
1996-09-20,19.1,13.2,24.4,0,0,0,0,4.4,1.8,28,58.3
1996-09-21,15.7,7.3,24.9,0,0,0,0,2.8,0.9,27,64
1996-09-22,16.3,8.4,25.1,0,0,0,0,2.9,1,31,64.3
1996-09-23,18.7,11.1,29.3,0,0,0,0,3.2,1.4,33,64.8
1996-09-24,20.6,14.3,28.8,0,0,0,0,3,1.3,38,66.8
1996-09-25,19.5,13.7,28.3,0,0,0,0,2.2,0.8,26,66.3
1996-09-26,18.9,12.1,27.2,0,0,0,0,2.4,1,43,70.3
1996-09-27,21.3,16,28.6,0,0,0,0,3.9,2.1,35,68.5
1996-09-28,17.9,14.3,22.5,0,0,0,0,3.9,2.1,40,66
1996-09-29,19.4,14.6,26.8,0,0,0,0,3.4,1.7,40,67.8
1996-09-30,20.1,12.5,28.6,0,0,0,0,3,1.4,34,63.3
1996-10-01,18.7,12.6,25.8,0,0,0,0,4.1,2,33,66.3
1996-10-02,16,14.3,18.6,11.67,4,19.5,35.5,1.2,0.4,68,80
1996-10-03,16.6,13.2,23.5,2.87,0.5,2,6.5,3.6,1.1,59,76.5
1996-10-04,16,11.5,22.7,0,0,0,0,3.8,1.8,41,75.8
1996-10-05,16.3,9.2,24.1,0,0,0,0,4.1,1,46,74.3
1996-10-06,16.5,14,19.2,12.33,2,7,20,5.2,2.4,72,86.8
1996-10-07,13.6,10,19.2,0.5,0.5,0.5,0.5,3.8,1.5,61,72.8
1996-10-08,13.8,8.2,19.4,0,0,0,0,4.8,1.3,42,70.5
1996-10-09,13,6,19,0,0,0,0,6.7,2.1,50,73.3
1996-10-10,11.4,3.7,20.9,0,0,0,0,1.2,0.4,38,69
1996-10-11,14.1,6.7,23.3,0,0,0,0,6.4,2.3,38,63.3
1996-10-12,15.9,10.8,23.5,0,0,0,0,3.8,1.4,38,63.8
1996-10-13,15.5,7.6,24.3,0,0,0,0,2.8,1,34,67.3
1996-10-14,14.7,8.9,23.4,0,0,0,0,3.4,1.2,32,68.5
1996-10-15,13.1,6.2,17.3,0,0,0,0,5.1,2.5,26,59
1996-10-16,9.3,2.4,17.1,0,0,0,0,3.2,1.2,28,61.8
1996-10-17,10.5,4.5,17.4,0,0,0,0,3.9,1.3,38,61
1996-10-18,12,6.9,17.6,0.5,0,0,0,2.2,0.8,50,73.8
1996-10-19,11,4.9,19.5,0,0,0,0,3,0.9,40,65.5
1996-10-20,12.1,5.6,21.3,0,0,0,0,3.4,1.3,35,68
1996-10-21,13.2,7.4,21.1,0,0,0,0,3.6,1.5,34,63
1996-10-22,13.5,6.3,23.5,0,0,0,0,3.8,1.5,30,65.5
1996-10-23,15.2,9.4,23.8,0,0,0,0,3.3,1.4,40,65.8
1996-10-24,16.1,14.1,19.3,12.08,3.5,16.5,35.5,3,1,59,78.8
1996-10-25,14.6,9.2,16.9,0,0,0,0,4.8,2,51,71.3
1996-10-26,5.5,0,10.4,0,0,0,0,4.7,2.1,30,57.5
1996-10-27,5.2,-2.8,15.4,0,0,0,0,3,1,31,63.5
1996-10-28,9.5,1.7,19.1,0,0,0,0,3.4,1.5,38,65.8
1996-10-29,13.8,8,23.3,0,0,0,0,3.2,1.4,30,63.5
1996-10-30,14,9.6,22.1,0,0,0,0,3.2,1.5,39,68.5
1996-10-31,13.6,8.8,19.1,6.67,0.5,1.5,4.5,4.6,2.2,43,72.8
1996-11-01,12,10.8,13.2,16.67,0,0,11.5,2.4,1.2,82,86.3
1996-11-02,10.6,3.4,16.4,0,0,0,0,3.3,1.2,51,74.8
1996-11-03,7.2,0.3,16.5,0,0,0,0,3,0.8,32,63.5
1996-11-04,10.4,3.1,16,0,0,0,0,4.7,2.3,40,65.5
1996-11-05,13.5,10.8,18.2,7.17,0,0,15.5,3.4,1.2,58,75.8
1996-11-06,7.7,4.1,11.9,0,0,0,0,3.7,1.9,38,69.8
1996-11-07,7.9,4.5,10.3,4.33,0,0,0.5,4.4,1.6,62,79.5
1996-11-08,9,4.9,13.3,4.92,0,0,7.5,3.2,1.5,43,71.3
1996-11-09,10.2,5.4,13.3,7.58,0,0,17,3.1,1.4,63,82.8
1996-11-10,8,2.2,16.4,0,0,0,0,4,1.4,49,74.3
1996-11-11,10.4,6,17.6,0,0,0,0,3.2,1.4,30,66.8
1996-11-12,8.2,3.3,11.3,0,0,0,0,3.6,1.8,43,68
1996-11-13,5,0.3,11.4,0,0,0,0,3.1,1.1,30,62
1996-11-14,4.1,0,8.4,0,0,0,0,4,1.5,31,53.3
1996-11-15,3.4,-0.9,7.9,0,0,0,0,3.9,1.6,32,61.3
1996-11-16,1.1,-5.1,6.6,0,0,0,0,4.1,0.9,34,62.5
1996-11-17,3.8,1.7,7.5,7,0,0,5.5,5.3,1.2,70,73.5
1996-11-18,4.6,1.4,8.9,1,0,0,1.5,3.9,1.2,44,65
1996-11-19,5.5,0.3,12.2,0,0,0,0,2.5,0.8,35,68.8
1996-11-20,7.9,2.4,12.3,1.5,0,0,1,4.4,2.2,68,76.3
1996-11-21,6.2,1.3,10.6,0,0,0,0,5.6,2.5,43,68
1996-11-22,2.5,-2.4,8.3,0,0,0,0,2.4,1,40,65.3
1996-11-23,3.5,-3,9.8,1.67,0,0,1.5,4.5,1.5,39,63
1996-11-24,4.1,0.3,11.2,0,0,0,0,2.6,0.7,35,74.3
1996-11-25,4,-1.7,13.2,0,0,0,0,3.8,1.3,25,59.3
